# frame_id tx ty tz qx qy qz qw
1071 0.452914 0.404633 0.630476 0.175622 0.184540 -0.093939 0.962433
1074 0.455387 0.439006 0.593386 0.165493 0.177293 -0.092267 0.965746
1077 0.460646 0.476857 0.551062 0.164401 0.184505 -0.085430 0.965211
1080 0.457980 0.516565 0.507569 0.164008 0.199008 -0.085178 0.962415
1083 0.456120 0.548185 0.468874 0.153410 0.209685 -0.082171 0.962157
1086 0.451065 0.575710 0.432334 0.151849 0.205217 -0.082465 0.963342
1089 0.460328 0.601951 0.394896 0.140217 0.195926 -0.083929 0.966907
1092 0.483141 0.620881 0.361985 0.141037 0.197804 -0.090442 0.965817
1095 0.508855 0.628540 0.338337 0.138332 0.200698 -0.087700 0.965864
1098 0.542155 0.635296 0.322655 0.120321 0.194256 -0.098845 0.968513
1101 0.578589 0.626856 0.319841 0.110323 0.183385 -0.118885 0.969570
1104 0.616953 0.618722 0.310605 0.119968 0.158292 -0.139406 0.970112
1107 0.670169 0.606563 0.291416 0.115914 0.122748 -0.173040 0.970337
1110 0.718105 0.597545 0.273757 0.125988 0.086214 -0.212659 0.965127
1113 0.775682 0.594191 0.251457 0.137223 0.059195 -0.246971 0.957429
1116 0.822302 0.593719 0.238246 0.141189 0.036192 -0.278892 0.949197
1119 0.864458 0.582977 0.231245 0.132876 0.019780 -0.297759 0.945141
1122 0.906894 0.568123 0.224998 0.135907 0.006409 -0.303886 0.942943
1125 0.947534 0.546552 0.227737 0.134792 -0.015987 -0.320024 0.937635
1128 0.996182 0.522176 0.235437 0.129019 -0.035304 -0.325690 0.935967
1131 1.044088 0.490127 0.249990 0.121859 -0.028082 -0.325605 0.937200
1134 1.085249 0.446068 0.271441 0.106640 -0.020410 -0.325703 0.939217
1137 1.124367 0.399771 0.288803 0.098453 -0.006634 -0.333851 0.937447
1140 1.161869 0.360484 0.302789 0.091907 0.011101 -0.344744 0.934121
1143 1.205056 0.328932 0.315798 0.080547 0.025131 -0.336274 0.937977
1146 1.248185 0.301599 0.332304 0.051333 0.038436 -0.319410 0.945444
1149 1.295527 0.275469 0.355231 0.003530 0.041901 -0.313346 0.948708
1152 1.323132 0.256986 0.385345 -0.046085 0.050435 -0.312374 0.947499
1155 1.354846 0.242892 0.409579 -0.085065 0.030308 -0.327393 0.940563
1158 1.386143 0.221335 0.427753 -0.110905 0.005254 -0.350351 0.930014
1161 1.411249 0.192416 0.438840 -0.126620 -0.006457 -0.382258 0.915317
1164 1.432188 0.164331 0.436773 -0.126286 -0.027920 -0.399529 0.907551
1167 1.433452 0.123616 0.429804 -0.112493 -0.056644 -0.419864 0.898805
1170 1.436108 0.088874 0.414389 -0.074813 -0.083174 -0.431826 0.894992
1173 1.431131 0.057050 0.396581 -0.028229 -0.103701 -0.433223 0.894856
1176 1.429922 0.021192 0.377857 0.026236 -0.128340 -0.433310 0.891674
1179 1.436291 -0.009303 0.358106 0.085504 -0.132200 -0.421446 0.893082
1182 1.426432 -0.042751 0.341576 0.151187 -0.133664 -0.390604 0.898168
1185 1.443290 -0.059140 0.322770 0.242472 -0.150058 -0.354669 0.890449
1188 1.461720 -0.069418 0.314812 0.307662 -0.155510 -0.338651 0.875486
1191 1.451183 -0.071304 0.306085 0.359164 -0.167079 -0.332554 0.855858
1194 1.500939 -0.081487 0.341776 0.390886 -0.191894 -0.327542 0.838511
1197 1.511675 -0.085002 0.352538 0.388671 -0.187767 -0.316376 0.844740
1200 1.498471 -0.106626 0.373334 0.355206 -0.180827 -0.319628 0.859633
1203 1.524552 -0.133947 0.400719 0.300550 -0.178146 -0.332877 0.875857
1206 1.531672 -0.146421 0.421376 0.248263 -0.169589 -0.340993 0.890690
1209 1.548196 -0.162603 0.439120 0.212691 -0.169162 -0.353120 0.895239
1212 1.574357 -0.167357 0.449086 0.183787 -0.168225 -0.370316 0.894868
1215 1.612876 -0.172055 0.457125 0.140483 -0.175886 -0.397180 0.889706
1218 1.652121 -0.191114 0.461194 0.105945 -0.178175 -0.438363 0.874567
1221 1.697271 -0.208794 0.470196 0.077549 -0.171527 -0.473115 0.860655
1224 1.743734 -0.230512 0.483200 0.051392 -0.156048 -0.479571 0.861986
1227 1.786974 -0.255373 0.501185 0.029563 -0.139742 -0.474584 0.868544
1230 1.831526 -0.282606 0.527797 0.006820 -0.118102 -0.473836 0.872631
1233 1.865939 -0.313981 0.560201 -0.018989 -0.093717 -0.468734 0.878149
1236 1.897626 -0.343431 0.594429 -0.038418 -0.070561 -0.461929 0.883271
1239 1.932561 -0.369765 0.626257 -0.051141 -0.076883 -0.452012 0.887220
1242 1.954134 -0.395686 0.651857 -0.043782 -0.105629 -0.462807 0.879053
1245 1.960480 -0.424655 0.672223 -0.050789 -0.147129 -0.494534 0.855108
1248 1.956599 -0.457740 0.687265 -0.051399 -0.174667 -0.527861 0.829586
1251 1.954216 -0.492766 0.701297 -0.044984 -0.174916 -0.529272 0.829007
1254 1.952677 -0.529099 0.718245 -0.040412 -0.177746 -0.523493 0.832303
1257 1.949345 -0.554651 0.731513 -0.025382 -0.187282 -0.517343 0.834648
1260 1.940686 -0.568615 0.739991 -0.005461 -0.210818 -0.506558 0.836017
1263 1.933026 -0.574583 0.746532 0.010642 -0.259315 -0.500781 0.825749
1266 1.935906 -0.588697 0.752890 0.032085 -0.320938 -0.500498 0.803412
1269 1.939606 -0.612559 0.756635 0.035345 -0.364002 -0.504587 0.782077
1272 1.940469 -0.633562 0.756164 0.040180 -0.385961 -0.511302 0.766805
1275 1.936397 -0.650165 0.752106 0.050472 -0.402762 -0.522512 0.749811
1278 1.931340 -0.659845 0.744074 0.061803 -0.422281 -0.532756 0.730774
1281 1.933935 -0.655202 0.728951 0.068943 -0.444745 -0.531912 0.717299
1284 1.935611 -0.647742 0.712269 0.058307 -0.457361 -0.526881 0.714015
1287 1.939185 -0.640300 0.698622 0.041428 -0.453023 -0.530972 0.714928
1290 1.944273 -0.629761 0.685147 0.025175 -0.439562 -0.523106 0.729734
1293 1.951876 -0.619644 0.676580 0.006697 -0.420432 -0.510098 0.750328
1296 1.959421 -0.612044 0.671374 -0.003572 -0.382069 -0.496831 0.779211
1299 1.964457 -0.602146 0.660734 0.006873 -0.331459 -0.497531 0.801592
1302 1.958913 -0.591095 0.641406 0.017484 -0.284263 -0.502538 0.816299
1305 1.943612 -0.574933 0.608495 0.034790 -0.245989 -0.500830 0.829125
1308 1.942258 -0.547871 0.572025 0.056125 -0.229923 -0.492135 0.837728
1311 1.932527 -0.520319 0.537472 0.064773 -0.215677 -0.492935 0.840418
1314 1.924584 -0.485046 0.503553 0.064683 -0.194685 -0.481460 0.852121
1317 1.900996 -0.460404 0.473981 0.065760 -0.176436 -0.460773 0.867314
1320 1.899252 -0.421145 0.445678 0.082182 -0.180686 -0.455395 0.867879
1323 1.884360 -0.390428 0.423559 0.089476 -0.180092 -0.454590 0.867703
1326 1.873232 -0.361188 0.406741 0.095948 -0.166860 -0.444999 0.874602
1329 1.865067 -0.334977 0.395705 0.099718 -0.152056 -0.442042 0.878370
1332 1.863998 -0.307814 0.394220 0.093871 -0.139461 -0.440909 0.881668
1335 1.857367 -0.288615 0.397197 0.079224 -0.130583 -0.445254 0.882281
1338 1.852537 -0.277964 0.401957 0.069755 -0.121678 -0.446379 0.883784
1341 1.850112 -0.273386 0.405707 0.062756 -0.111158 -0.436145 0.890777
1344 1.847881 -0.270873 0.406714 0.058129 -0.105900 -0.431246 0.894110
1347 1.847403 -0.270427 0.406007 0.059473 -0.106025 -0.428334 0.895406
1350 1.847944 -0.272264 0.405321 0.058901 -0.106846 -0.424530 0.897156
1353 1.850042 -0.274191 0.403767 0.060291 -0.107751 -0.419570 0.899286
1356 1.851568 -0.273658 0.400140 0.060722 -0.108632 -0.415033 0.901254
1359 1.853884 -0.276737 0.397404 0.063015 -0.109672 -0.412608 0.902084
1362 1.856844 -0.277831 0.395497 0.066997 -0.109134 -0.409191 0.903418
